station,date,visibility,wd,ws,rh,tempc,
OKBK,3/13/19 23:00,6.21,150,8.05,67.54,16,
OKBK,3/14/19 0:00,6.21,160,12.65,77.29,17,
OKBK,3/14/19 1:00,6.21,160,9.2,72.38,17,
OKBK,3/14/19 2:00,6.21,170,13.8,67.95,18,
OKBK,3/14/19 3:00,6.21,160,4.6,82.37,16,
OKBK,3/14/19 4:00,6.21,120,9.2,72.56,18,
OKBK,3/14/19 5:00,3.73,150,12.65,72.74,19,
OKBK,3/14/19 6:00,3.73,160,12.65,52.25,19,
OKBK,3/14/19 7:00,3.73,130,13.8,59.97,20,
OKBK,3/14/19 7:32,3.73,200,10.35,M,M,
OKBK,3/14/19 8:00,3.11,160,12.65,82.5,17,
OKBK,3/14/19 9:00,3.11,140,12.65,77.45,18,
OKBK,3/14/19 10:00,3.11,120,12.65,72.92,20,
OKBK,3/14/19 11:00,3.73,130,19.55,64.26,21,
OKBK,3/14/19 12:00,3.73,120,24.15,59.97,20,
OKBK,3/14/19 13:00,6.21,140,23,52.51,20,
OKBK,3/14/19 14:00,4.97,120,24.15,56.13,20,
OKBK,3/14/19 15:00,4.97,110,25.3,72.74,19,
OKBK,3/14/19 15:32,4.97,120,26.45,72.74,19,
OKBK,3/14/19 16:00,4.97,110,26.45,68.15,19,
OKBK,3/14/19 17:00,4.97,110,20.7,68.15,19,
OKBK,3/14/19 18:00,6.21,110,23,59.74,19,
OKBK,3/14/19 19:00,6.21,140,19.55,68.15,19,
OKBK,3/14/19 20:00,6.21,140,10.35,68.15,19,
OKBK,3/14/19 21:00,4.97,210,5.75,77.29,17,
OKBK,3/14/19 22:00,4.97,270,8.05,72.38,17,
OKBK,3/14/19 23:00,4.97,310,5.75,82.37,16,
OKBK,3/15/19 0:00,4.35,0,0,87.83,15,
OKBK,3/15/19 1:00,3.73,320,9.2,82.37,16,
OKBK,3/15/19 2:00,4.97,320,6.9,87.83,15,
OKBK,3/15/19 3:00,3.73,330,6.9,82.25,15,
OKBK,3/15/19 4:00,3.11,280,5.75,87.74,14,
OKBK,3/15/19 5:00,3.73,290,4.6,77.14,16,
OKBK,3/15/19 6:00,3.73,310,6.9,52.25,19,
OKBK,3/15/19 7:00,3.73,320,8.05,40.29,21,
OKBK,3/15/19 8:00,3.73,310,11.5,30.77,22,
OKBK,3/15/19 9:00,3.11,300,6.9,26.98,23,
OKBK,3/15/19 10:00,1.86,290,6.9,22.28,25,
OKBK,3/15/19 11:00,2.49,320,8.05,25.67,25,
OKBK,3/15/19 12:00,3.73,270,5.75,25.67,25,
OKBK,3/15/19 13:00,4.97,290,5.75,27.26,24,
OKBK,3/15/19 14:00,6.21,300,6.9,27.26,24,
OKBK,3/15/19 15:00,3.11,90,6.9,37.61,21,
OKBK,3/15/19 16:00,3.73,110,5.75,40,20,
OKBK,3/15/19 17:00,3.73,110,5.75,48.55,18,
OKBK,3/15/19 18:00,3.73,210,3.45,59.01,16,
OKBK,3/15/19 19:00,3.73,180,5.75,67.33,15,
OKBK,3/15/19 20:00,4.35,200,6.9,72.01,15,
OKBK,3/15/19 21:00,4.35,190,4.6,76.82,14,
OKBK,3/15/19 22:00,4.35,180,4.6,71.83,14,
OKBK,3/15/19 23:00,4.35,210,5.75,71.64,13,
OKBK,3/16/19 0:00,4.35,0,0,87.56,12,
OKBK,3/16/19 1:00,4.35,0,0,87.47,11,
OKBK,3/16/19 2:00,4.35,190,3.45,81.74,11,
OKBK,3/16/19 3:00,3.73,170,3.45,81.74,11,
OKBK,3/16/19 4:00,3.73,0,0,87.47,11,
OKBK,3/16/19 5:00,2.8,0,0,51.72,17,
OKBK,3/16/19 6:00,3.73,0,0,34.8,20,
OKBK,3/16/19 7:00,3.73,160,3.45,30.49,21,
OKBK,3/16/19 8:00,4.35,130,9.2,29.23,24,
OKBK,3/16/19 9:00,4.35,140,8.05,27.26,24,
OKBK,3/16/19 10:00,4.35,140,8.05,29.23,24,
OKBK,3/16/19 11:00,4.35,100,10.35,29.23,24,
OKBK,3/16/19 12:00,4.97,130,9.2,27.53,25,
OKBK,3/16/19 13:00,6.21,80,12.65,31.05,23,
OKBK,3/16/19 14:00,4.35,110,11.5,46.16,21,
OKBK,3/16/19 15:00,4.35,130,11.5,52.51,20,
OKBK,3/16/19 16:00,4.35,150,10.35,72.74,19,
OKBK,3/16/19 17:00,4.35,160,6.9,82.62,18,
OKBK,3/16/19 18:00,3.73,140,6.9,88.09,18,
OKBK,3/16/19 19:00,3.11,130,9.2,88.18,19,
OKBK,3/16/19 20:00,3.11,130,9.2,88.18,19,
OKBK,3/16/19 21:00,3.11,110,8.05,88.18,19,
OKBK,3/16/19 22:00,2.49,110,11.5,93.92,19,
OKBK,3/16/19 23:00,2.49,120,11.5,82.74,19,
OKBK,3/17/19 0:00,2.49,130,12.65,93.92,19,
OKBK,3/17/19 1:00,2.49,140,13.8,93.92,19,
OKBK,3/17/19 2:00,2.49,150,12.65,93.92,19,
OKBK,3/17/19 3:00,0.99,230,5.75,93.88,18,
OKBK,3/17/19 4:00,1.24,290,6.9,48.55,18,
OKBK,3/17/19 5:00,3.73,340,24.15,39.72,19,
OKBK,3/17/19 6:00,4.35,330,23,34.8,20,
OKBK,3/17/19 7:00,1.86,320,24.15,28.68,22,
OKBK,3/17/19 8:00,1.86,310,23,28.68,22,
OKBK,3/17/19 9:00,3.11,310,24.15,26.98,23,
OKBK,3/17/19 10:00,3.11,300,25.3,23.66,24,
OKBK,3/17/19 11:00,2.49,300,21.85,23.66,24,
OKBK,3/17/19 12:00,3.11,310,25.3,22.02,24,
OKBK,3/17/19 12:59,3.73,310,23,23.66,24,
OKBK,3/17/19 14:00,6.21,310,23,23.39,23,
OKBK,3/17/19 15:00,4.97,310,19.55,23.13,22,
OKBK,3/17/19 16:00,4.35,300,11.5,26.43,21,
OKBK,3/17/19 17:00,4.97,330,12.65,30.49,21,
OKBK,3/17/19 18:00,4.97,300,6.9,34.51,19,
OKBK,3/17/19 19:00,4.35,280,5.75,42,17,
OKBK,3/17/19 20:00,6.21,280,5.75,44.76,16,
OKBK,3/17/19 21:00,6.21,270,5.75,54.6,14,
OKBK,3/17/19 22:00,6.21,270,5.75,58.27,13,
OKBK,3/17/19 23:00,6.21,260,4.6,58.27,13,
OKBK,3/18/19 0:00,6.21,250,4.6,58.27,13,
OKBK,3/18/19 2:00,6.21,210,3.45,61.99,11,
OKBK,3/18/19 3:00,6.21,220,6.9,58.02,12,
OKBK,3/18/19 4:00,4.35,240,3.45,58.27,13,
OKBK,3/18/19 5:00,4.35,300,9.2,39.43,18,
OKBK,3/18/19 6:00,4.35,310,11.5,37.03,19,
OKBK,3/18/19 7:00,4.35,330,10.35,32.72,21,
OKBK,3/18/19 8:00,4.35,340,16.1,30.77,22,
OKBK,3/18/19 9:00,4.35,350,17.25,26.98,23,
OKBK,3/18/19 10:00,4.97,340,14.95,22.02,24,
OKBK,3/18/19 11:00,6.21,340,14.95,22.02,24,
OKBK,3/18/19 12:00,6.21,330,17.25,20.49,24,
OKBK,3/18/19 12:59,6.21,350,14.95,20.23,23,
OKBK,3/18/19 14:00,6.21,340,12.65,23.39,23,
OKBK,3/18/19 15:00,6.21,340,12.65,22.86,21,
OKBK,3/18/19 16:00,6.21,350,10.35,26.43,21,
OKBK,3/18/19 17:00,6.21,350,13.8,20.98,20,
OKBK,3/18/19 18:00,6.21,360,11.5,20.72,19,
OKBK,3/18/19 19:00,6.21,360,9.2,20.72,19,
OKBK,3/18/19 20:00,6.21,360,8.05,25.6,18,
OKBK,3/18/19 21:00,6.21,330,3.45,31.28,16,
OKBK,3/18/19 22:00,6.21,270,4.6,43.32,11,
OKBK,3/18/19 23:00,6.21,270,4.6,40.25,11,
OKBK,3/19/19 0:00,6.21,0,0,43.03,10,
OKBK,3/19/19 1:00,6.21,250,3.45,53,8,
OKBK,3/19/19 2:00,6.21,260,4.6,53,8,
OKBK,3/19/19 3:00,6.21,240,3.45,53,8,
OKBK,3/19/19 4:00,3.73,280,4.6,43.32,11,
OKBK,3/19/19 5:00,4.35,280,3.45,33.64,16,
OKBK,3/19/19 6:00,6.21,340,8.05,25.88,19,
OKBK,3/19/19 7:00,6.21,360,12.65,20.98,20,
OKBK,3/19/19 8:00,6.21,350,11.5,18.3,21,
OKBK,3/19/19 9:00,6.21,340,10.35,17.22,22,
OKBK,3/19/19 10:00,6.21,350,12.65,17.7,24,
OKBK,3/19/19 11:00,6.21,360,14.95,19.05,24,
OKBK,3/19/19 12:00,6.21,360,16.1,20.49,24,
OKBK,3/19/19 13:00,6.21,360,14.95,20.49,24,
OKBK,3/19/19 14:00,6.21,360,14.95,20.49,24,
OKBK,3/19/19 15:00,6.21,10,13.8,21.76,23,
OKBK,3/19/19 16:00,6.21,20,10.35,24.86,22,
OKBK,3/19/19 17:00,6.21,20,10.35,26.43,21,
OKBK,3/19/19 18:00,6.21,30,5.75,28.11,20,
OKBK,3/19/19 19:00,6.21,40,5.75,30.2,20,
OKBK,3/19/19 20:00,6.21,0,0,32.14,19,
OKBK,3/19/19 21:00,6.21,0,0,38.85,16,
OKBK,3/19/19 22:00,6.21,0,0,42,17,
OKBK,3/19/19 23:00,6.21,0,0,54.34,13,
OKBK,3/20/19 0:00,6.21,260,4.6,58.02,12,
OKBK,3/20/19 1:00,6.21,200,5.75,57.77,11,
OKBK,3/20/19 2:00,6.21,150,3.45,61.99,11,
OKBK,3/20/19 3:00,6.21,200,3.45,70.88,9,
OKBK,3/20/19 4:00,6.21,150,3.45,54.6,14,
OKBK,3/20/19 5:00,4.35,240,3.45,48,16,
OKBK,3/20/19 6:00,4.35,0,0,34.8,20,
OKBK,3/20/19 7:00,4.35,0,0,26.43,21,
OKBK,3/20/19 8:00,4.35,0,0,27.26,24,
OKBK,3/20/19 9:00,4.35,80,3.45,23.66,24,
OKBK,3/20/19 10:00,6.21,80,4.6,22.28,25,
OKBK,3/20/19 11:00,6.21,100,5.75,22.02,24,
OKBK,3/20/19 12:00,6.21,110,5.75,22.02,24,
OKBK,3/20/19 13:00,6.21,120,5.75,22.02,24,
OKBK,3/20/19 14:00,6.21,120,4.6,23.39,23,
OKBK,3/20/19 15:00,6.21,130,4.6,24.86,22,
OKBK,3/20/19 16:00,6.21,0,0,32.43,20,
OKBK,3/20/19 17:00,6.21,200,4.6,36.74,18,
OKBK,3/20/19 18:00,6.21,180,4.6,39.43,18,
OKBK,3/20/19 19:00,6.21,130,4.6,39.43,18,
OKBK,3/20/19 20:00,6.21,0,0,39.14,17,
OKBK,3/20/19 21:00,6.21,200,3.45,51.18,15,
OKBK,3/20/19 22:00,6.21,30,3.45,42,17,
OKBK,3/20/19 23:00,6.21,150,3.45,54.86,15,
OKBK,3/21/19 0:00,6.21,0,0,54.6,14,
OKBK,3/21/19 1:00,6.21,0,0,58.52,14,
OKBK,3/21/19 2:00,6.21,0,0,58.52,14,
OKBK,3/21/19 3:00,3.11,0,0,58.52,14,
OKBK,3/21/19 4:00,1.86,0,0,62.69,14,
OKBK,3/21/19 5:00,3.11,50,3.45,49.1,20,
OKBK,3/21/19 6:00,6.21,50,4.6,43.13,21,
OKBK,3/21/19 7:00,6.21,50,5.75,35.66,23,
OKBK,3/21/19 8:00,6.21,80,3.45,31.34,24,
OKBK,3/21/19 9:00,6.21,100,4.6,27.53,25,
OKBK,3/21/19 10:00,6.21,90,3.45,29.51,25,
OKBK,3/21/19 11:00,6.21,70,11.5,27.53,25,
OKBK,3/21/19 12:00,6.21,70,10.35,24.19,26,
OKBK,3/21/19 12:59,6.21,110,4.6,25.67,25,
OKBK,3/21/19 13:00,6.21,110,4.6,25.67,25,
OKBK,3/21/19 14:00,6.21,80,11.5,27.26,24,
OKBK,3/21/19 15:00,6.21,70,4.6,26.98,23,
OKBK,3/21/19 16:00,6.21,50,5.75,30.77,22,
OKBK,3/21/19 17:00,6.21,70,4.6,35.09,21,
OKBK,3/21/19 18:00,6.21,80,3.45,37.32,20,
OKBK,3/21/19 19:00,6.21,0,0,42.28,18,
OKBK,3/21/19 20:00,6.21,40,3.45,39.72,19,
OKBK,3/21/19 21:00,6.21,10,3.45,39.72,19,
OKBK,3/21/19 22:00,6.21,30,6.9,45.6,19,
OKBK,3/21/19 23:00,6.21,30,8.05,45.6,19,
OKBK,3/22/19 0:00,6.21,50,4.6,48.83,19,
OKBK,3/22/19 1:00,6.21,50,5.75,52.25,19,
OKBK,3/22/19 2:00,6.21,30,5.75,51.98,18,
OKBK,3/22/19 3:00,6.21,40,6.9,59.5,18,
OKBK,3/22/19 5:00,6.21,20,5.75,49.37,21,
OKBK,3/22/19 6:00,6.21,50,5.75,38.18,23,
OKBK,3/22/19 7:00,6.21,40,10.35,31.34,24,
OKBK,3/22/19 8:00,6.21,50,10.35,31.62,25,
OKBK,3/22/19 9:00,6.21,70,9.2,25.67,25,
OKBK,3/22/19 10:00,6.21,60,10.35,27.81,26,
OKBK,3/22/19 11:00,6.21,50,12.65,25.95,26,
OKBK,3/22/19 12:00,6.21,70,11.5,25.95,26,
OKBK,3/22/19 13:00,6.21,70,10.35,25.95,26,
OKBK,3/22/19 14:00,6.21,80,10.35,25.67,25,
OKBK,3/22/19 15:00,6.21,110,5.75,27.26,24,
OKBK,3/22/19 16:00,6.21,150,4.6,30.49,21,
OKBK,3/22/19 17:00,6.21,0,0,32.43,20,
OKBK,3/22/19 18:00,6.21,0,0,39.43,18,
OKBK,3/22/19 19:00,6.21,0,0,45.04,17,
OKBK,3/22/19 20:00,6.21,290,3.45,45.04,17,
OKBK,3/22/19 21:00,6.21,0,0,48,16,
OKBK,3/22/19 22:00,6.21,30,5.75,55.63,18,
OKBK,3/22/19 23:00,6.21,20,3.45,51.72,17,
OKBK,3/23/19 0:00,6.21,60,3.45,42.57,19,
OKBK,3/23/19 1:00,6.21,50,5.75,40,20,
OKBK,3/23/19 2:00,6.21,50,6.9,45.88,20,
OKBK,3/23/19 3:00,6.21,50,4.6,42.85,20,
OKBK,3/23/19 4:00,6.21,50,5.75,42.85,20,
OKBK,3/23/19 5:00,6.21,40,8.05,35.37,22,
OKBK,3/23/19 6:00,6.21,50,8.05,26.98,23,
OKBK,3/23/19 7:00,6.21,20,11.5,31.34,24,
OKBK,3/23/19 8:00,6.21,30,12.65,20.74,25,
OKBK,3/23/19 9:00,6.21,20,9.2,24.46,27,
OKBK,3/23/19 10:00,6.21,60,4.6,22.81,27,
OKBK,3/23/19 11:00,6.21,80,5.75,18.67,28,
OKBK,3/23/19 12:00,6.21,100,6.9,19.79,27,
OKBK,3/23/19 13:00,6.21,120,10.35,19.79,27,
OKBK,3/23/19 14:00,6.21,120,8.05,21,26,
OKBK,3/23/19 15:00,6.21,110,4.6,22.28,25,
OKBK,3/23/19 16:00,6.21,70,3.45,22.02,24,
OKBK,3/23/19 17:00,6.21,0,0,32.72,21,
OKBK,3/23/19 18:00,6.21,180,5.75,28.39,21,
OKBK,3/23/19 19:00,6.21,190,4.6,37.32,20,
OKBK,3/23/19 20:00,6.21,160,8.05,42.57,19,
OKBK,3/23/19 21:00,6.21,140,6.9,34.8,20,
OKBK,3/23/19 22:00,6.21,140,6.9,32.72,21,
OKBK,3/23/19 23:00,6.21,140,5.75,32.72,21,
OKBK,3/24/19 0:00,6.21,150,9.2,37.61,21,
OKBK,3/24/19 1:00,6.21,180,3.45,48.55,18,
OKBK,3/24/19 2:00,6.21,120,8.05,43.13,21,
OKBK,3/24/19 3:00,6.21,130,9.2,59.97,20,
OKBK,3/24/19 4:00,4.97,160,8.05,64.26,21,
OKBK,3/24/19 5:00,4.97,160,8.05,56.88,23,
OKBK,3/24/19 6:00,4.97,160,19.55,50.43,25,
OKBK,3/24/19 7:00,3.73,160,23,50.69,26,
OKBK,3/24/19 8:00,3.73,140,21.85,50.69,26,
OKBK,3/24/19 9:00,3.11,130,26.45,47.25,25,
OKBK,3/24/19 10:00,3.11,130,24.15,47.25,25,
OKBK,3/24/19 11:00,3.11,130,24.15,53.8,25,
OKBK,3/24/19 12:00,3.73,120,23,57.12,24,
OKBK,3/24/19 12:59,4.35,120,19.55,60.67,23,
OKBK,3/24/19 13:00,4.35,120,19.55,60.67,23,
OKBK,3/24/19 14:00,4.35,130,16.1,73.27,22,
OKBK,3/24/19 15:00,4.35,120,13.8,78.04,22,
OKBK,3/24/19 16:00,4.97,130,17.25,82.98,21,
OKBK,3/24/19 17:00,4.97,130,18.4,82.98,21,
OKBK,3/24/19 18:00,4.97,130,19.55,82.98,21,
OKBK,3/24/19 19:00,4.97,150,18.4,78.04,22,
OKBK,3/24/19 20:00,3.73,140,26.45,83.09,22,
OKBK,3/24/19 21:00,3.73,150,20.7,78.04,22,
OKBK,3/24/19 22:00,3.73,130,23,73.44,23,
OKBK,3/24/19 23:00,2.8,140,28.75,78.04,22,
OKBK,3/25/19 0:00,2.8,150,28.75,78.04,22,
OKBK,3/25/19 1:00,1.37,170,29.9,78.04,22,
OKBK,3/25/19 2:00,1.12,170,26.45,73.27,22,
OKBK,3/25/19 3:00,1.12,160,27.6,78.04,22,
OKBK,3/25/19 4:00,1.12,180,23,78.04,22,
OKBK,3/25/19 5:00,1.24,170,25.3,78.04,22,
OKBK,3/25/19 6:00,1.55,180,27.6,83.09,22,
OKBK,3/25/19 7:00,1.24,180,13.8,83.09,22,
OKBK,3/25/19 8:00,1.24,200,11.5,78.19,23,
OKBK,3/25/19 9:00,1.24,210,5.75,88.43,22,
OKBK,3/25/19 10:00,1.24,240,3.45,88.43,22,
OKBK,3/25/19 11:00,1.86,10,3.45,88.34,21,
OKBK,3/25/19 12:00,1.86,350,6.9,93.97,20,
OKBK,3/25/19 13:00,1.86,120,3.45,82.98,21,
OKBK,3/25/19 14:00,2.17,110,4.6,94.01,21,
OKBK,3/25/19 15:00,2.17,130,8.05,100,20,
OKBK,3/25/19 16:00,2.49,110,3.45,100,20,
OKBK,3/25/19 17:00,2.49,120,3.45,100,20,
OKBK,3/25/19 18:00,2.49,140,6.9,100,20,
OKBK,3/25/19 19:00,2.49,130,3.45,100,20,
OKBK,3/25/19 20:00,2.49,170,3.45,93.97,20,
OKBK,3/25/19 21:00,2.49,160,4.6,93.97,20,
OKBK,3/25/19 22:00,3.11,170,11.5,93.97,20,
OKBK,3/25/19 23:00,3.11,190,12.65,82.98,21,
OKBK,3/26/19 0:00,2.8,190,16.1,68.75,22,
OKBK,3/26/19 1:00,0.99,200,19.55,60.44,22,
OKBK,3/26/19 2:00,2.49,170,19.55,73.27,22,
OKBK,3/26/19 3:00,1.86,160,21.85,77.9,21,
OKBK,3/26/19 4:00,1.86,190,19.55,60.44,22,
OKBK,3/26/19 5:00,1.86,210,16.1,56.63,22,
OKBK,3/26/19 6:00,1.12,270,12.65,73.09,21,
OKBK,3/26/19 7:00,1.55,330,20.7,59.97,20,
OKBK,3/26/19 8:00,4.35,320,21.85,52.77,21,
OKBK,3/26/19 9:00,4.97,320,19.55,49.64,22,
OKBK,3/26/19 10:00,4.97,350,17.25,43.42,22,
OKBK,3/26/19 11:00,6.21,360,14.95,35.66,23,
OKBK,3/26/19 12:00,6.21,330,11.5,29.51,25,
OKBK,3/26/19 13:00,6.21,300,10.35,27.53,25,
OKBK,3/26/19 14:00,6.21,310,9.2,23.93,25,
OKBK,3/26/19 15:00,6.21,330,8.05,26.98,23,
OKBK,3/26/19 16:00,6.21,340,3.45,40.29,21,
OKBK,3/26/19 17:00,6.21,130,5.75,68.15,19,
OKBK,3/26/19 18:00,6.21,190,6.9,77.45,18,
OKBK,3/26/19 19:00,6.21,160,5.75,88,17,
OKBK,3/26/19 20:00,6.21,160,5.75,93.79,16,
OKBK,3/26/19 21:00,6.21,170,6.9,93.79,16,
OKBK,3/26/19 22:00,4.35,170,6.9,100,15,
OKBK,3/26/19 23:00,4.35,0,0,100,14,
OKBK,3/27/19 0:00,4.35,230,3.45,93.69,14,
OKBK,3/27/19 1:00,4.35,270,4.6,81.99,13,
OKBK,3/27/19 2:00,4.35,0,0,76.66,13,
OKBK,3/27/19 3:00,3.73,0,0,87.56,12,
OKBK,3/27/19 4:00,4.35,200,4.6,82.12,14,
OKBK,3/27/19 5:00,4.35,260,3.45,55.37,17,
OKBK,3/27/19 6:00,4.97,250,4.6,45.88,20,
OKBK,3/27/19 7:00,4.97,60,3.45,28.96,23,
OKBK,3/27/19 8:00,4.97,290,3.45,25.4,24,
OKBK,3/27/19 8:12,6.21,0,0,29.23,24,
OKBK,3/27/19 9:00,6.21,110,3.45,25.4,24,
OKBK,3/27/19 10:00,6.21,60,9.2,27.26,24,
OKBK,3/27/19 11:00,6.21,90,10.35,27.26,24,
OKBK,3/27/19 12:00,6.21,90,10.35,33.85,25,
OKBK,3/27/19 13:00,6.21,100,9.2,33.57,24,
OKBK,3/27/19 14:00,6.21,100,11.5,43.69,23,
OKBK,3/27/19 15:00,6.21,100,10.35,49.64,22,
OKBK,3/27/19 16:00,6.21,110,8.05,49.37,21,
OKBK,3/27/19 17:00,6.21,110,8.05,56.13,20,
OKBK,3/27/19 18:00,6.21,100,8.05,56.13,20,
OKBK,3/27/19 19:00,6.21,120,9.2,59.74,19,
OKBK,3/27/19 20:00,6.21,110,6.9,52.51,20,
OKBK,3/27/19 21:00,6.21,110,4.6,68.15,19,
OKBK,3/27/19 22:00,6.21,150,8.05,82.62,18,
OKBK,3/27/19 23:00,6.21,180,5.75,82.5,17,
OKBK,3/28/19 0:00,6.21,200,3.45,93.79,16,
OKBK,3/28/19 1:00,4.35,210,5.75,93.74,15,
OKBK,3/28/19 2:00,3.11,280,5.75,93.74,15,
OKBK,3/28/19 3:00,3.11,190,3.45,93.69,14,
OKBK,3/28/19 4:00,3.73,190,8.05,72.38,17,
OKBK,3/28/19 5:00,6.21,220,8.05,49.37,21,
OKBK,3/28/19 6:00,6.21,230,14.95,31.34,24,
OKBK,3/28/19 7:00,6.21,280,12.65,25.67,25,
OKBK,3/28/19 8:00,6.21,300,11.5,21.25,27,
OKBK,3/28/19 9:00,6.21,340,10.35,15.94,27,
OKBK,3/28/19 10:00,6.21,300,11.5,16.16,28,
OKBK,3/28/19 11:00,6.21,300,10.35,13.18,29,
OKBK,3/28/19 12:00,6.21,300,13.8,13.18,29,
OKBK,3/28/19 13:00,6.21,300,10.35,12.97,28,
OKBK,3/28/19 14:00,6.21,330,11.5,12.97,28,
OKBK,3/28/19 15:00,6.21,320,9.2,15.71,26,
OKBK,3/28/19 16:00,6.21,340,10.35,17.94,25,
OKBK,3/28/19 17:00,6.21,350,6.9,22.02,24,
OKBK,3/28/19 18:00,6.21,360,10.35,22.02,24,
OKBK,3/28/19 19:00,6.21,20,9.2,25.13,23,
OKBK,3/28/19 20:00,6.21,30,9.2,33,22,
OKBK,3/28/19 21:00,6.21,20,10.35,40.29,21,
OKBK,3/28/19 22:00,6.21,20,6.9,49.1,20,
OKBK,3/28/19 23:00,6.21,40,4.6,49.1,20,
OKBK,3/29/19 0:00,6.21,40,5.75,55.88,19,
OKBK,3/29/19 1:00,6.21,50,3.45,63.82,19,
OKBK,3/29/19 2:00,6.21,0,0,72.56,18,
OKBK,3/29/19 3:00,6.21,0,0,87.83,15,
OKBK,3/29/19 4:00,6.21,0,0,77.45,18,
OKBK,3/29/19 5:00,6.21,70,3.45,52.77,21,
OKBK,3/29/19 6:00,6.21,50,5.75,43.69,23,
OKBK,3/29/19 7:00,6.21,100,4.6,38.46,24,
OKBK,3/29/19 8:00,6.21,90,3.45,38.46,24,
OKBK,3/29/19 9:00,6.21,140,6.9,27.53,25,
OKBK,3/29/19 10:00,6.21,120,5.75,25.95,26,
OKBK,3/29/19 11:00,6.21,120,11.5,27.53,25,
OKBK,3/29/19 12:00,6.21,110,6.9,25.67,25,
OKBK,3/29/19 12:59,6.21,120,11.5,33.57,24,
OKBK,3/29/19 14:00,6.21,120,10.35,38.18,23,
OKBK,3/29/19 15:00,6.21,120,9.2,43.42,22,
OKBK,3/29/19 16:00,6.21,120,8.05,49.37,21,
OKBK,3/29/19 17:00,6.21,120,5.75,49.37,21,
OKBK,3/29/19 18:00,6.21,120,5.75,52.51,20,
OKBK,3/29/19 19:00,6.21,110,4.6,52.51,20,
OKBK,3/29/19 20:00,6.21,120,5.75,63.82,19,
OKBK,3/29/19 21:00,6.21,120,5.75,49.1,20,
OKBK,3/29/19 22:00,6.21,220,4.6,59.26,17,
OKBK,3/29/19 23:00,6.21,170,3.45,63.38,17,
OKBK,3/30/19 0:00,6.21,180,6.9,67.95,18,
OKBK,3/30/19 1:00,6.21,0,0,77.14,16,
OKBK,3/30/19 2:00,6.21,0,0,77.14,16,
OKBK,3/30/19 3:00,6.21,150,9.2,67.95,18,
OKBK,3/30/19 4:00,6.21,150,5.75,63.82,19,
OKBK,3/30/19 5:00,6.21,140,12.65,48.83,19,
OKBK,3/30/19 6:00,6.21,100,8.05,52.51,20,
OKBK,3/30/19 7:00,6.21,120,13.8,33.57,24,
OKBK,3/30/19 8:00,6.21,140,13.8,35.94,24,
OKBK,3/30/19 9:00,6.21,130,18.4,24.19,26,
OKBK,3/30/19 10:00,6.21,130,21.85,13.54,26,
OKBK,3/30/19 11:00,6.21,140,20.7,22.54,26,
OKBK,3/30/19 12:00,6.21,150,20.7,21,26,
OKBK,3/30/19 13:00,6.21,130,17.25,31.34,24,
OKBK,3/30/19 14:00,6.21,100,19.55,40.85,23,
OKBK,3/30/19 15:00,6.21,110,21.85,46.43,22,
OKBK,3/30/19 16:00,6.21,140,16.1,49.64,22,
OKBK,3/30/19 17:00,6.21,140,16.1,49.64,22,
OKBK,3/30/19 18:00,6.21,120,19.55,53.03,22,
OKBK,3/30/19 19:00,6.21,140,16.1,56.63,22,
OKBK,3/30/19 20:00,6.21,160,13.8,60.44,22,
OKBK,3/30/19 21:00,6.21,170,17.25,56.88,23,
OKBK,3/30/19 22:00,2.17,130,16.1,56.88,23,
OKBK,3/30/19 23:00,0.99,120,6.9,60.67,23,
OKBK,3/31/19 0:00,1.86,160,18.4,60.67,23,
OKBK,3/31/19 1:00,4.35,150,19.55,60.67,23,
OKBK,3/31/19 2:00,6.21,150,12.65,73.27,22,
OKBK,3/31/19 3:00,4.35,150,14.95,60.67,23,
OKBK,3/31/19 4:00,4.97,160,19.55,57.12,24,
OKBK,3/31/19 5:00,4.97,160,24.15,53.8,25,
OKBK,3/31/19 6:00,4.97,150,23,41.97,27,
OKBK,3/31/19 6:31,1.55,170,23,M,M,
OKBK,3/31/19 7:00,1.55,160,26.45,50.69,26,
OKBK,3/31/19 8:00,3.11,110,19.55,53.8,25,
OKBK,3/31/19 9:00,4.97,110,19.55,53.55,24,
OKBK,3/31/19 10:00,4.35,110,16.1,50.43,25,
OKBK,3/31/19 11:00,4.35,80,11.5,64.91,24,
OKBK,3/31/19 12:00,4.35,100,16.1,50.43,25,
OKBK,3/31/19 13:00,3.73,140,19.55,44.8,27,
OKBK,3/31/19 14:00,4.35,150,20.7,44.8,27,
OKBK,3/31/19 15:00,4.35,160,20.7,53.8,25,
OKBK,3/31/19 16:00,4.35,150,20.7,53.8,25,
OKBK,3/31/19 17:00,4.97,140,16.1,53.55,24,
OKBK,3/31/19 18:00,4.97,140,11.5,60.9,24,
OKBK,3/31/19 19:00,4.97,120,9.2,78.04,22,
OKBK,3/31/19 19:04,4.97,120,10.35,78.04,22,
OKBK,3/31/19 19:06,4.97,120,10.35,78.04,22,
OKBK,3/31/19 20:00,4.97,140,18.4,78.04,22,
OKBK,3/31/19 21:00,4.35,170,31.05,78.04,22,
OKBK,3/31/19 22:00,4.97,150,20.7,68.94,23,
OKBK,3/31/19 23:00,4.97,160,24.15,64.69,23,
OKBK,4/1/19 0:00,4.35,160,19.55,60.9,24,
OKBK,4/1/19 1:00,4.35,160,25.3,60.9,24,
