station,valid,visibility,ws,wd,rh,tempc,
OBBI,11/4/17 2:00,6.21,5.75,140,65.74,28,
OBBI,11/4/17 2:30,6.21,5.75,140,74.11,27,
OBBI,11/4/17 3:00,6.21,3.45,150,65.74,28,
OBBI,11/4/17 3:30,6.21,4.6,150,65.74,28,
OBBI,11/4/17 4:00,6.21,5.75,160,62.03,29,
OBBI,11/4/17 4:30,6.21,5.75,160,58.32,29,
OBBI,11/4/17 5:00,6.21,5.75,170,51.72,30,
OBBI,11/4/17 5:30,6.21,5.75,180,55.04,30,
OBBI,11/4/17 6:00,6.21,9.2,160,48.58,30,
OBBI,11/4/17 6:30,6.21,9.2,180,51.98,31,
OBBI,11/4/17 7:00,6.21,9.2,190,51.98,31,
OBBI,11/4/17 7:30,6.21,9.2,190,51.98,31,
OBBI,11/4/17 8:00,6.21,9.2,180,48.84,31,
OBBI,11/4/17 8:30,6.21,8.05,160,43.34,32,
OBBI,11/4/17 9:00,6.21,8.05,150,43.34,32,
OBBI,11/4/17 9:30,6.21,8.05,160,40.96,33,
OBBI,11/4/17 10:00,6.21,5.75,180,31.72,33,
OBBI,11/4/17 10:30,6.21,6.9,M,33.84,33,
OBBI,11/4/17 11:00,6.21,4.6,320,46.14,32,
OBBI,11/4/17 11:30,6.21,10.35,330,46.14,32,
OBBI,11/4/17 12:00,6.21,8.05,340,45.88,31,
OBBI,11/4/17 12:30,6.21,8.05,350,40.69,32,
OBBI,11/4/17 13:00,6.21,8.05,330,48.84,31,
OBBI,11/4/17 13:30,6.21,9.2,50,55.04,30,
OBBI,11/4/17 14:00,6.21,8.05,60,45.61,30,
OBBI,11/4/17 14:30,6.21,8.05,60,51.72,30,
OBBI,11/4/17 15:00,6.21,8.05,70,51.47,29,
OBBI,11/4/17 15:30,6.21,9.2,80,51.47,29,
OBBI,11/4/17 16:00,6.21,10.35,80,51.47,29,
OBBI,11/4/17 16:30,6.21,10.35,90,51.47,29,
OBBI,11/4/17 17:00,6.21,9.2,80,48.32,29,
OBBI,11/4/17 17:30,6.21,9.2,90,58.32,29,
OBBI,11/4/17 18:00,6.21,10.35,90,58.32,29,
OBBI,11/4/17 18:30,6.21,11.5,90,58.32,29,
OBBI,11/4/17 19:00,6.21,10.35,90,61.81,28,
OBBI,11/4/17 19:30,6.21,10.35,100,61.81,28,
OBBI,11/4/17 20:00,6.21,10.35,90,58.08,28,
OBBI,11/4/17 20:30,6.21,9.2,100,58.08,28,
OBBI,11/4/17 21:00,6.21,8.05,110,58.08,28,
OBBI,11/4/17 21:30,6.21,6.9,110,58.08,28,
OBBI,11/4/17 22:00,6.21,6.9,130,58.08,28,
OBBI,11/4/17 22:30,6.21,6.9,130,58.08,28,
OBBI,11/4/17 23:00,6.21,4.6,150,58.08,28,
OBBI,11/4/17 23:30,6.21,5.75,130,58.08,28,
OBBI,11/5/17 0:00,6.21,3.45,160,54.55,28,
OBBI,11/5/17 0:30,6.21,3.45,160,51.21,28,
OBBI,11/5/17 1:00,6.21,2.3,M,51.21,28,
OBBI,11/5/17 1:30,6.21,3.45,160,61.58,27,
OBBI,11/5/17 2:00,6.21,2.3,170,61.58,27,
OBBI,11/5/17 2:30,5.59,2.3,160,54.55,28,
OBBI,11/5/17 3:00,5.59,4.6,160,61.58,27,
OBBI,11/5/17 3:30,6.21,2.3,M,65.54,27,
OBBI,11/5/17 4:00,6.21,3.45,170,58.32,29,
OBBI,11/5/17 4:30,6.21,3.45,210,58.32,29,
OBBI,11/5/17 5:00,6.21,3.45,220,58.32,29,
OBBI,11/5/17 5:30,6.21,4.6,240,51.72,30,
OBBI,11/5/17 6:00,6.21,4.6,230,45.61,30,
OBBI,11/5/17 6:30,6.21,4.6,190,43.07,31,
OBBI,11/5/17 7:00,6.21,4.6,160,38.18,32,
OBBI,11/5/17 7:30,6.21,4.6,140,40.69,32,
OBBI,11/5/17 8:00,6.21,4.6,M,31.72,33,
OBBI,11/5/17 8:30,6.21,11.5,100,40.69,32,
OBBI,11/5/17 9:00,6.21,8.05,110,38.18,32,
OBBI,11/5/17 9:30,6.21,6.9,70,35.81,32,
OBBI,11/5/17 10:00,6.21,8.05,80,38.18,32,
OBBI,11/5/17 10:30,6.21,6.9,90,40.41,31,
OBBI,11/5/17 11:00,6.21,8.05,80,43.07,31,
OBBI,11/5/17 11:30,6.21,8.05,50,40.41,31,
OBBI,11/5/17 12:00,6.21,9.2,50,43.07,31,
OBBI,11/5/17 12:30,6.21,8.05,60,48.58,30,
OBBI,11/5/17 13:00,6.21,6.9,30,48.58,30,
OBBI,11/5/17 13:30,6.21,6.9,30,51.47,29,
OBBI,11/5/17 14:00,6.21,6.9,40,54.8,29,
OBBI,11/5/17 14:30,6.21,6.9,40,58.32,29,
OBBI,11/5/17 15:00,6.21,5.75,40,54.8,29,
OBBI,11/5/17 15:30,6.21,6.9,60,61.81,28,
OBBI,11/5/17 16:00,6.21,5.75,70,61.81,28,
OBBI,11/5/17 16:30,6.21,5.75,60,54.8,29,
OBBI,11/5/17 17:00,6.21,4.6,70,54.55,28,
OBBI,11/5/17 17:30,6.21,6.9,80,45.07,28,
OBBI,11/5/17 18:00,6.21,6.9,100,51.21,28,
OBBI,11/5/17 18:30,6.21,6.9,90,48.05,28,
OBBI,11/5/17 19:00,6.21,4.6,100,48.05,28,
OBBI,11/5/17 19:30,6.21,3.45,110,48.05,28,
OBBI,11/5/17 20:00,6.21,4.6,100,54.05,26,
OBBI,11/5/17 20:30,6.21,2.3,90,54.3,27,
OBBI,11/5/17 21:00,6.21,2.3,90,54.05,26,
OBBI,11/5/17 21:30,6.21,2.3,70,57.6,26,
OBBI,11/5/17 22:00,6.21,2.3,M,50.69,26,
OBBI,11/5/17 22:30,6.21,3.45,50,47.79,27,
OBBI,11/5/17 23:00,6.21,3.45,60,50.69,26,
OBBI,11/5/17 23:30,6.21,0,0,54.05,26,
OBBI,11/6/17 0:00,6.21,3.45,60,50.95,27,
OBBI,11/6/17 0:30,6.21,2.3,M,54.05,26,
OBBI,11/6/17 1:00,6.21,2.3,M,54.05,26,
OBBI,11/6/17 1:30,6.21,3.45,M,54.05,26,
OBBI,11/6/17 2:00,6.21,6.9,60,50.95,27,
OBBI,11/6/17 2:30,6.21,4.6,70,54.05,26,
OBBI,11/6/17 3:00,6.21,4.6,80,48.05,28,
OBBI,11/6/17 3:30,6.21,2.3,M,50.95,27,
OBBI,11/6/17 4:00,6.21,4.6,30,45.34,29,
OBBI,11/6/17 4:30,6.21,2.3,340,51.21,28,
OBBI,11/6/17 5:00,6.21,8.05,120,51.47,29,
OBBI,11/6/17 5:30,6.21,6.9,140,42.8,30,
OBBI,11/6/17 6:00,6.21,6.9,140,40.14,30,
OBBI,11/6/17 6:30,6.21,5.75,120,37.9,31,
OBBI,11/6/17 7:00,6.21,3.45,120,35.53,31,
OBBI,11/6/17 7:30,6.21,3.45,M,37.9,31,
OBBI,11/6/17 8:00,6.21,4.6,80,35.53,31,
OBBI,11/6/17 8:30,6.21,4.6,M,33.56,32,
OBBI,11/6/17 9:00,6.21,5.75,140,33.56,32,
OBBI,11/6/17 9:30,6.21,4.6,M,35.53,31,
OBBI,11/6/17 10:00,6.21,4.6,M,37.9,31,
OBBI,11/6/17 10:30,6.21,4.6,320,43.07,31,
OBBI,11/6/17 11:00,6.21,9.2,310,48.58,30,
OBBI,11/6/17 11:30,6.21,10.35,310,51.72,30,
OBBI,11/6/17 12:00,6.21,6.9,340,48.58,30,
OBBI,11/6/17 12:30,6.21,8.05,10,45.61,30,
OBBI,11/6/17 13:00,6.21,9.2,10,45.61,30,
OBBI,11/6/17 13:30,6.21,8.05,360,51.47,29,
OBBI,11/6/17 14:00,6.21,8.05,360,51.47,29,
OBBI,11/6/17 14:30,6.21,6.9,340,54.8,29,
OBBI,11/6/17 15:00,6.21,6.9,350,54.8,29,
OBBI,11/6/17 15:30,6.21,4.6,350,58.08,28,
OBBI,11/6/17 16:00,6.21,5.75,350,58.08,28,
OBBI,11/6/17 16:30,6.21,5.75,350,58.08,28,
OBBI,11/6/17 17:00,6.21,5.75,30,51.47,29,
OBBI,11/6/17 17:30,6.21,5.75,30,51.47,29,
OBBI,11/6/17 18:00,6.21,5.75,50,54.8,29,
OBBI,11/6/17 18:30,6.21,4.6,30,54.55,28,
OBBI,11/6/17 19:00,6.21,4.6,60,48.32,29,
OBBI,11/6/17 19:30,6.21,5.75,60,51.21,28,
OBBI,11/6/17 20:00,6.21,5.75,50,51.21,28,
OBBI,11/6/17 20:30,6.21,4.6,60,51.21,28,
OBBI,11/6/17 21:00,6.21,2.3,M,54.3,27,
OBBI,11/6/17 21:30,6.21,3.45,310,54.3,27,
OBBI,11/6/17 22:00,6.21,3.45,290,54.3,27,
OBBI,11/6/17 22:30,6.21,3.45,280,51.21,28,
OBBI,11/6/17 23:00,6.21,2.3,280,50.95,27,
OBBI,11/6/17 23:30,6.21,3.45,290,47.79,27,
OBBI,11/7/17 0:00,6.21,3.45,260,47.79,27,
OBBI,11/7/17 0:30,6.21,3.45,300,50.69,26,
OBBI,11/7/17 1:00,6.21,2.3,290,47.52,26,
OBBI,11/7/17 1:30,6.21,3.45,300,47.52,26,
OBBI,11/7/17 2:00,6.21,2.3,320,54.05,26,
OBBI,11/7/17 2:30,6.21,2.3,330,54.05,26,
OBBI,11/7/17 3:00,6.21,1.15,330,57.6,26,
OBBI,11/7/17 3:30,6.21,2.3,340,54.05,26,
OBBI,11/7/17 4:00,6.21,1.15,10,50.95,27,
OBBI,11/7/17 4:30,6.21,2.3,360,48.32,29,
OBBI,11/7/17 5:00,6.21,3.45,50,42.52,29,
OBBI,11/7/17 5:30,6.21,4.6,50,40.14,30,
OBBI,11/7/17 6:00,6.21,4.6,60,40.14,30,
OBBI,11/7/17 6:30,6.21,4.6,50,37.62,30,
OBBI,11/7/17 7:00,6.21,6.9,70,35.53,31,
OBBI,11/7/17 7:30,6.21,6.9,60,40.14,30,
OBBI,11/7/17 8:00,6.21,8.05,60,42.8,30,
OBBI,11/7/17 8:30,6.21,5.75,90,42.8,30,
OBBI,11/7/17 9:00,6.21,8.05,100,37.9,31,
OBBI,11/7/17 9:30,6.21,9.2,100,40.41,31,
OBBI,11/7/17 10:00,6.21,9.2,90,40.41,31,
OBBI,11/7/17 10:30,6.21,9.2,90,40.41,31,
OBBI,11/7/17 11:00,6.21,9.2,50,40.41,31,
OBBI,11/7/17 11:30,6.21,9.2,30,35.53,31,
OBBI,11/7/17 12:00,6.21,6.9,40,37.62,30,
OBBI,11/7/17 12:30,6.21,9.2,360,42.8,30,
OBBI,11/7/17 13:00,6.21,8.05,350,40.14,30,
OBBI,11/7/17 13:30,6.21,8.05,340,40.14,30,
OBBI,11/7/17 14:00,6.21,6.9,340,45.34,29,
OBBI,11/7/17 14:30,6.21,5.75,350,48.32,29,
OBBI,11/7/17 15:00,6.21,5.75,340,48.32,29,
OBBI,11/7/17 15:30,6.21,3.45,340,51.21,28,
OBBI,11/7/17 16:00,6.21,3.45,330,51.21,28,
OBBI,11/7/17 16:30,6.21,3.45,10,45.34,29,
OBBI,11/7/17 17:00,6.21,2.3,350,51.21,28,
OBBI,11/7/17 17:30,6.21,3.45,10,51.21,28,
OBBI,11/7/17 18:00,6.21,3.45,350,51.21,28,
OBBI,11/7/17 18:30,6.21,2.3,M,54.3,27,
OBBI,11/7/17 19:00,6.21,3.45,360,54.3,27,
OBBI,11/7/17 19:30,6.21,2.3,360,57.84,27,
OBBI,11/7/17 20:00,6.21,3.45,360,54.55,28,
OBBI,11/7/17 20:30,6.21,3.45,330,54.3,27,
OBBI,11/7/17 21:00,6.21,3.45,350,50.95,27,
OBBI,11/7/17 21:30,6.21,3.45,340,50.95,27,
OBBI,11/7/17 22:00,6.21,2.3,320,50.95,27,
OBBI,11/7/17 22:30,6.21,2.3,300,50.95,27,
OBBI,11/7/17 23:00,6.21,2.3,280,50.95,27,
OBBI,11/7/17 23:30,6.21,3.45,260,54.3,27,
OBBI,11/8/17 0:00,6.21,4.6,270,57.84,27,
OBBI,11/8/17 0:30,6.21,2.3,M,61.36,26,
OBBI,11/8/17 1:00,6.21,2.3,290,61.36,26,
OBBI,11/8/17 1:30,6.21,4.6,300,61.36,26,
OBBI,11/8/17 2:00,6.21,3.45,320,61.36,26,
OBBI,11/8/17 2:30,6.21,3.45,310,57.6,26,
OBBI,11/8/17 3:00,6.21,2.3,310,57.6,26,
OBBI,11/8/17 3:30,6.21,2.3,300,57.6,26,
OBBI,11/8/17 4:00,6.21,1.15,M,51.21,28,
OBBI,11/8/17 4:30,6.21,3.45,310,61.81,28,
OBBI,11/8/17 5:00,6.21,5.75,300,61.81,28,
OBBI,11/8/17 5:30,6.21,4.6,300,54.8,29,
OBBI,11/8/17 6:00,6.21,5.75,300,54.8,29,
OBBI,11/8/17 6:30,6.21,6.9,300,51.47,29,
OBBI,11/8/17 7:00,6.21,5.75,280,51.47,29,
OBBI,11/8/17 7:30,6.21,6.9,290,48.58,30,
OBBI,11/8/17 8:00,6.21,8.05,320,48.84,31,
OBBI,11/8/17 8:30,6.21,6.9,310,51.72,30,
OBBI,11/8/17 9:00,6.21,6.9,320,51.72,30,
OBBI,11/8/17 9:30,6.21,3.45,M,48.58,30,
OBBI,11/8/17 10:00,6.21,6.9,320,45.88,31,
OBBI,11/8/17 10:30,6.21,8.05,310,45.61,30,
OBBI,11/8/17 11:00,6.21,8.05,320,45.61,30,
OBBI,11/8/17 11:30,6.21,8.05,300,42.8,30,
OBBI,11/8/17 12:00,6.21,10.35,300,37.62,30,
OBBI,11/8/17 12:30,6.21,9.2,300,37.62,30,
OBBI,11/8/17 13:00,6.21,9.2,320,48.58,30,
OBBI,11/8/17 13:30,6.21,6.9,330,51.47,29,
OBBI,11/8/17 14:00,6.21,6.9,330,51.47,29,
OBBI,11/8/17 14:30,6.21,5.75,340,54.55,28,
OBBI,11/8/17 15:00,6.21,4.6,350,58.08,28,
OBBI,11/8/17 15:30,6.21,4.6,350,58.08,28,
OBBI,11/8/17 16:00,6.21,2.3,350,58.08,28,
OBBI,11/8/17 16:30,6.21,3.45,10,58.08,28,
OBBI,11/8/17 17:00,6.21,3.45,30,58.08,28,
OBBI,11/8/17 17:30,6.21,4.6,20,61.81,28,
OBBI,11/8/17 18:00,6.21,3.45,40,58.08,28,
OBBI,11/8/17 18:30,6.21,3.45,20,58.08,28,
OBBI,11/8/17 19:00,6.21,3.45,40,58.08,28,
OBBI,11/8/17 19:30,6.21,2.3,M,57.84,27,
OBBI,11/8/17 20:00,6.21,3.45,350,58.08,28,
OBBI,11/8/17 20:30,6.21,3.45,340,61.58,27,
OBBI,11/8/17 21:00,6.21,3.45,360,61.58,27,
OBBI,11/8/17 21:30,6.21,3.45,360,65.33,26,
OBBI,11/8/17 22:00,6.21,2.3,350,61.58,27,
OBBI,11/8/17 22:30,6.21,3.45,10,61.58,27,
OBBI,11/8/17 23:00,6.21,2.3,M,65.33,26,
OBBI,11/8/17 23:30,6.21,0,0,65.33,26,
OBBI,11/9/17 0:00,6.21,1.15,M,61.36,26,
OBBI,11/9/17 0:30,6.21,1.15,M,61.36,26,
OBBI,11/9/17 1:00,6.21,2.3,320,61.36,26,
OBBI,11/9/17 1:30,6.21,2.3,330,61.36,26,
OBBI,11/9/17 2:00,6.21,1.15,300,57.6,26,
OBBI,11/9/17 2:30,6.21,2.3,280,57.6,26,
OBBI,11/9/17 3:00,6.21,0,0,61.13,25,
OBBI,11/9/17 3:30,6.21,4.6,230,61.58,27,
OBBI,11/9/17 4:00,6.21,4.6,230,57.84,27,
OBBI,11/9/17 4:30,6.21,4.6,230,61.58,27,
OBBI,11/9/17 5:00,6.21,5.75,260,65.54,27,
OBBI,11/9/17 5:30,6.21,5.75,260,61.81,28,
OBBI,11/9/17 6:00,6.21,5.75,250,58.32,29,
OBBI,11/9/17 6:30,6.21,5.75,270,54.8,29,
OBBI,11/9/17 7:00,6.21,5.75,270,45.61,30,
OBBI,11/9/17 7:30,6.21,6.9,270,35.25,30,
OBBI,11/9/17 8:00,6.21,8.05,290,35.25,30,
OBBI,11/9/17 8:30,6.21,5.75,290,31.17,31,
OBBI,11/9/17 9:00,6.21,6.9,280,25.52,31,
OBBI,11/9/17 9:30,6.21,6.9,280,25.52,31,
OBBI,11/9/17 10:00,6.21,8.05,300,25.52,31,
OBBI,11/9/17 10:30,6.21,8.05,290,27.29,31,
OBBI,11/9/17 11:00,6.21,5.75,290,23.85,31,
OBBI,11/9/17 11:30,6.21,5.75,320,27.29,31,
OBBI,11/9/17 12:00,6.21,4.6,90,33.01,30,
OBBI,11/9/17 12:30,6.21,9.2,80,35.25,30,
OBBI,11/9/17 13:00,6.21,8.05,90,39.86,29,
OBBI,11/9/17 13:30,6.21,8.05,80,37.35,29,
OBBI,11/9/17 14:00,6.21,5.75,80,39.58,28,
OBBI,11/9/17 14:30,6.21,5.75,80,42.25,28,
OBBI,11/9/17 15:00,6.21,5.75,50,42.25,28,
OBBI,11/9/17 15:30,6.21,5.75,100,54.3,27,
OBBI,11/9/17 16:00,6.21,5.75,100,54.3,27,
OBBI,11/9/17 16:30,6.21,5.75,100,54.3,27,
OBBI,11/9/17 17:00,6.21,5.75,90,54.3,27,
OBBI,11/9/17 17:30,6.21,5.75,90,54.3,27,
OBBI,11/9/17 18:00,6.21,5.75,100,50.95,27,
OBBI,11/9/17 18:30,6.21,5.75,110,57.6,26,
OBBI,11/9/17 19:00,6.21,4.6,120,50.95,27,
OBBI,11/9/17 19:30,6.21,3.45,130,54.3,27,
OBBI,11/9/17 20:00,6.21,4.6,140,54.3,27,
OBBI,11/9/17 20:30,6.21,4.6,140,54.3,27,
OBBI,11/9/17 21:00,6.21,4.6,150,54.3,27,
OBBI,11/9/17 21:30,6.21,3.45,150,54.3,27,
OBBI,11/9/17 22:00,6.21,4.6,170,54.3,27,
OBBI,11/9/17 22:30,6.21,4.6,170,47.79,27,
OBBI,11/9/17 23:00,6.21,4.6,160,47.79,27,
OBBI,11/9/17 23:30,6.21,4.6,160,54.3,27,
OBBI,11/10/17 0:00,6.21,3.45,160,54.3,27,
OBBI,11/10/17 0:30,6.21,3.45,170,61.36,26,
OBBI,11/10/17 1:00,6.21,4.6,200,65.33,26,
OBBI,11/10/17 1:30,6.21,3.45,200,65.33,26,
OBBI,11/10/17 2:00,6.21,4.6,200,61.36,26,
OBBI,11/10/17 2:30,6.21,2.3,M,61.36,26,
OBBI,11/10/17 3:00,6.21,2.3,M,65.33,26,
OBBI,11/10/17 3:30,6.21,5.75,190,69.52,26,
OBBI,11/10/17 4:00,6.21,3.45,200,69.52,26,
OBBI,11/10/17 4:30,6.21,3.45,200,65.54,27,
OBBI,11/10/17 5:00,6.21,5.75,190,48.05,28,
OBBI,11/10/17 5:30,6.21,6.9,190,34.97,29,
OBBI,11/10/17 6:00,6.21,3.45,210,33.01,30,
OBBI,11/10/17 6:30,6.21,3.45,250,30.9,30,
OBBI,11/10/17 7:00,6.21,3.45,180,31.17,31,
OBBI,11/10/17 7:30,6.21,5.75,350,33.01,30,
OBBI,11/10/17 8:00,6.21,5.75,10,31.17,31,
OBBI,11/10/17 8:30,6.21,6.9,360,35.25,30,
OBBI,11/10/17 9:00,6.21,8.05,40,37.62,30,
OBBI,11/10/17 9:30,6.21,9.2,70,40.14,30,
OBBI,11/10/17 10:00,6.21,5.75,60,42.8,30,
OBBI,11/10/17 10:30,6.21,8.05,70,42.8,30,
OBBI,11/10/17 11:00,6.21,9.2,90,42.8,30,
OBBI,11/10/17 11:30,6.21,8.05,90,48.32,29,
OBBI,11/10/17 12:00,6.21,8.05,90,48.32,29,
OBBI,11/10/17 12:30,6.21,6.9,80,48.32,29,
OBBI,11/10/17 13:00,6.21,6.9,80,48.32,29,
OBBI,11/10/17 13:30,6.21,5.75,80,58.08,28,
OBBI,11/10/17 14:00,6.21,4.6,90,58.08,28,
OBBI,11/10/17 14:30,6.21,3.45,70,58.08,28,
OBBI,11/10/17 15:00,6.21,4.6,80,61.58,27,
OBBI,11/10/17 15:30,6.21,3.45,70,61.58,27,
OBBI,11/10/17 16:00,6.21,3.45,90,65.33,26,
OBBI,11/10/17 16:30,6.21,2.3,60,61.36,26,
OBBI,11/10/17 17:00,6.21,2.3,60,61.36,26,
OBBI,11/10/17 17:30,6.21,3.45,90,65.33,26,
OBBI,11/10/17 18:00,6.21,3.45,100,65.33,26,
OBBI,11/10/17 18:30,6.21,4.6,110,65.33,26,
OBBI,11/10/17 19:00,6.21,2.3,120,61.36,26,
OBBI,11/10/17 19:30,6.21,2.3,120,61.36,26,
OBBI,11/10/17 20:00,6.21,2.3,140,61.36,26,
OBBI,11/10/17 20:30,6.21,3.45,140,61.36,26,
OBBI,11/10/17 21:00,6.21,2.3,150,57.6,26,
OBBI,11/10/17 21:30,6.21,4.6,140,61.58,27,
OBBI,11/10/17 22:00,6.21,3.45,140,57.84,27,
OBBI,11/10/17 22:30,6.21,3.45,150,61.36,26,
OBBI,11/10/17 23:00,6.21,2.3,190,61.36,26,
OBBI,11/10/17 23:30,6.21,2.3,M,57.6,26,
OBBI,11/11/17 0:00,6.21,0,0,57.6,26,
OBBI,11/11/17 0:30,6.21,0,0,64.91,24,
OBBI,11/11/17 1:00,6.21,2.3,260,64.91,24,
OBBI,11/11/17 1:30,6.21,1.15,M,60.9,24,
OBBI,11/11/17 2:00,6.21,3.45,320,61.13,25,
OBBI,11/11/17 2:30,6.21,2.3,330,69.14,24,
OBBI,11/11/17 3:00,6.21,2.3,290,69.14,24,
OBBI,11/11/17 3:30,6.21,3.45,250,65.12,25,
OBBI,11/11/17 4:00,6.21,2.3,M,65.33,26,
OBBI,11/11/17 4:30,6.21,2.3,310,69.52,26,
OBBI,11/11/17 5:00,6.21,2.3,M,54.55,28,
OBBI,11/11/17 5:30,6.21,1.15,M,54.8,29,
OBBI,11/11/17 6:00,6.21,4.6,90,51.47,29,
OBBI,11/11/17 6:30,6.21,3.45,M,42.52,29,
OBBI,11/11/17 7:00,6.21,6.9,20,48.32,29,
OBBI,11/11/17 7:30,6.21,5.75,10,42.8,30,
OBBI,11/11/17 8:00,6.21,5.75,10,42.8,30,
OBBI,11/11/17 8:30,6.21,10.35,10,45.61,30,
OBBI,11/11/17 9:00,6.21,9.2,20,42.8,30,
OBBI,11/11/17 9:30,6.21,10.35,10,40.14,30,
OBBI,11/11/17 10:00,6.21,10.35,10,51.72,30,
OBBI,11/11/17 10:30,6.21,10.35,10,62.03,29,
OBBI,11/11/17 11:00,6.21,9.2,20,51.72,30,
OBBI,11/11/17 11:30,6.21,8.05,10,54.8,29,
OBBI,11/11/17 12:00,6.21,6.9,10,51.47,29,
OBBI,11/11/17 12:30,6.21,9.2,10,54.8,29,
OBBI,11/11/17 13:00,6.21,9.2,360,54.8,29,
OBBI,11/11/17 13:30,6.21,8.05,10,54.55,28,
OBBI,11/11/17 14:00,6.21,8.05,350,61.81,28,
OBBI,11/11/17 14:30,6.21,8.05,10,58.08,28,
OBBI,11/11/17 15:00,6.21,5.75,10,54.55,28,
OBBI,11/11/17 15:30,6.21,5.75,10,58.08,28,
OBBI,11/11/17 16:00,6.21,5.75,20,58.08,28,
OBBI,11/11/17 16:30,6.21,5.75,20,58.08,28,
OBBI,11/11/17 17:00,6.21,5.75,20,61.58,27,
OBBI,11/11/17 17:30,6.21,3.45,20,61.58,27,
OBBI,11/11/17 18:00,6.21,3.45,30,58.08,28,
OBBI,11/11/17 18:30,6.21,3.45,30,61.58,27,
OBBI,11/11/17 19:00,6.21,3.45,50,61.58,27,
OBBI,11/11/17 19:30,6.21,3.45,20,61.58,27,
OBBI,11/11/17 20:00,6.21,3.45,30,61.58,27,
OBBI,11/11/17 20:30,6.21,2.3,M,61.58,27,
OBBI,11/11/17 21:00,6.21,1.15,M,65.33,26,
OBBI,11/11/17 21:30,6.21,1.15,260,61.58,27,
OBBI,11/11/17 22:00,6.21,2.3,260,69.52,26,
OBBI,11/11/17 22:30,6.21,2.3,270,65.33,26,
OBBI,11/11/17 23:00,6.21,3.45,290,65.33,26,
OBBI,11/11/17 23:30,6.21,5.75,320,69.33,25,
OBBI,11/12/17 0:00,6.21,5.75,320,69.33,25,
OBBI,11/12/17 0:30,6.21,6.9,330,69.52,26,
OBBI,11/12/17 1:00,6.21,9.2,330,73.95,26,
OBBI,11/12/17 1:30,6.21,11.5,330,65.54,27,
OBBI,11/12/17 2:00,6.21,10.35,330,69.71,27,
OBBI,11/12/17 2:30,6.21,10.35,340,61.58,27,
OBBI,11/12/17 3:00,6.21,11.5,330,61.58,27,
OBBI,11/12/17 3:30,6.21,10.35,340,61.58,27,
OBBI,11/12/17 4:00,6.21,10.35,340,57.84,27,
OBBI,11/12/17 4:30,6.21,11.5,350,54.55,28,
OBBI,11/12/17 5:00,6.21,12.65,350,58.08,28,
OBBI,11/12/17 5:30,6.21,13.8,350,54.8,29,
OBBI,11/12/17 6:00,6.21,13.8,340,51.47,29,
OBBI,11/12/17 6:30,6.21,13.8,340,48.58,30,
OBBI,11/12/17 7:00,6.21,14.95,340,51.72,30,
OBBI,11/12/17 7:30,6.21,16.1,330,51.72,30,
OBBI,11/12/17 8:00,6.21,18.4,340,48.58,30,
OBBI,11/12/17 8:30,6.21,17.25,350,54.8,29,
OBBI,11/12/17 9:00,6.21,18.4,340,51.47,29,
OBBI,11/12/17 9:30,6.21,17.25,340,48.58,30,
OBBI,11/12/17 10:00,6.21,18.4,330,45.61,30,
OBBI,11/12/17 10:30,6.21,18.4,330,48.32,29,
OBBI,11/12/17 11:00,6.21,18.4,340,48.32,29,
OBBI,11/12/17 11:30,6.21,19.55,330,51.47,29,
OBBI,11/12/17 12:00,6.21,19.55,330,51.21,28,
OBBI,11/12/17 12:30,6.21,19.55,330,51.21,28,
OBBI,11/12/17 13:00,6.21,17.25,330,48.05,28,
OBBI,11/12/17 13:30,6.21,18.4,330,50.95,27,
OBBI,11/12/17 14:00,6.21,18.4,330,47.79,27,
OBBI,11/12/17 14:30,6.21,19.55,330,44.8,27,
OBBI,11/12/17 15:00,6.21,16.1,330,47.79,27,
OBBI,11/12/17 15:30,6.21,17.25,330,44.8,27,
OBBI,11/12/17 16:00,6.21,17.25,330,44.8,27,
OBBI,11/12/17 16:30,6.21,14.95,330,47.79,27,
OBBI,11/12/17 17:00,6.21,16.1,330,47.79,27,
OBBI,11/12/17 17:30,6.21,17.25,320,39.3,27,
OBBI,11/12/17 18:00,6.21,17.25,320,44.8,27,
OBBI,11/12/17 18:30,6.21,17.25,320,44.8,27,
OBBI,11/12/17 19:00,6.21,18.4,320,50.69,26,
OBBI,11/12/17 19:30,5.59,19.55,320,47.79,27,
OBBI,11/12/17 20:00,5.59,18.4,320,41.97,27,
OBBI,11/12/17 20:30,4.35,19.55,320,39.3,27,
OBBI,11/12/17 21:00,4.35,18.4,320,47.52,26,
OBBI,11/12/17 21:30,4.35,19.55,320,47.52,26,
OBBI,11/12/17 22:00,4.35,20.7,320,47.52,26,
OBBI,11/12/17 22:30,4.35,20.7,330,47.52,26,
OBBI,11/12/17 23:00,4.35,21.85,320,47.52,26,
OBBI,11/12/17 23:30,4.35,20.7,330,47.52,26,
OBBI,11/13/17 0:00,4.35,19.55,320,47.52,26,
OBBI,11/13/17 0:30,4.35,20.7,320,44.52,26,
OBBI,11/13/17 1:00,4.35,19.55,330,44.52,26,
OBBI,11/13/17 1:30,4.35,18.4,330,50.43,25,
OBBI,11/13/17 2:00,4.35,18.4,330,50.43,25,
OBBI,11/13/17 2:30,4.35,19.55,330,50.43,25,
OBBI,11/13/17 3:00,6.21,18.4,330,53.8,25,
OBBI,11/13/17 3:30,6.21,21.85,320,50.43,25,
OBBI,11/13/17 4:00,6.21,18.4,320,50.69,26,
