station,time,temp,relh,wd,ws,visibility
OKBK,6/18/17 19:00,98.6,17.05,270,5,6.21
OKBK,6/18/17 20:00,95,19.04,250,4,6.21
OKBK,6/18/17 21:00,104,12.64,320,12,6.21
OKBK,6/18/17 22:00,102.2,10.81,320,14,6.21
OKBK,6/18/17 23:00,98.6,11.23,320,15,6.21
OKBK,6/19/17 0:00,98.6,13.87,350,15,6.21
OKBK,6/19/17 1:00,96.8,15.71,330,16,6.21
OKBK,6/19/17 2:00,95,21.79,330,15,6.21
OKBK,6/19/17 3:00,95,20.38,350,13,4.35
OKBK,6/19/17 4:00,96.8,20.62,330,13,4.35
OKBK,6/19/17 5:00,100.4,17.28,340,13,6.21
OKBK,6/19/17 6:00,105.8,14.71,340,17,6.21
OKBK,6/19/17 7:00,109.4,14.16,340,15,6.21
OKBK,6/19/17 8:00,111.2,10.96,340,17,6.21
OKBK,6/19/17 9:00,113,10.41,350,17,4.97
OKBK,6/19/17 10:00,113,10.41,360,17,4.97
OKBK,6/19/17 11:00,114.8,9.23,330,16,4.97
OKBK,6/19/17 12:00,114.8,9.23,340,18,4.97
OKBK,6/19/17 13:00,114.8,9.23,330,20,4.97
OKBK,6/19/17 14:00,113,9.72,340,18,4.97
OKBK,6/19/17 16:00,107.6,13.04,350,14,4.35
OKBK,6/20/17 7:00,109.4,12.37,340,19,6.21
OKBK,6/20/17 8:00,111.2,10.96,330,21,4.97
OKBK,6/20/17 9:00,113,11.15,340,25,4.35
OKBK,6/20/17 10:00,113,11.15,340,23,4.35
OKBK,6/20/17 11:00,114.8,9.89,340,25,3.11
OKBK,6/20/17 12:00,114.8,9.23,340,24,3.73
OKBK,6/20/17 13:00,114.8,9.23,340,23,3.73
OKBK,6/20/17 14:00,113,10.41,340,22,3.73
OKBK,6/20/17 15:00,111.2,12.56,340,18,3.73
OKBK,6/20/17 16:00,107.6,14.92,340,17,4.35
OKBK,6/20/17 17:00,105.8,15.73,340,17,4.97
OKBK,6/20/17 18:00,105.8,14.71,340,19,4.97
OKBK,6/20/17 20:00,102.2,15.3,330,19,4.97
OKBK,6/20/17 21:00,100.4,19.76,340,23,6.21
OKBK,6/20/17 22:00,96.8,22.04,340,21,6.21
OKBK,6/20/17 23:00,95,24.89,340,22,6.21
OKBK,6/21/17 0:00,93.2,26.31,340,23,6.21
OKBK,6/21/17 1:00,91.4,26.05,340,21,6.21
OKBK,6/21/17 2:00,91.4,26.05,340,22,6.21
OKBK,6/21/17 3:00,89.6,27.56,340,21,6.21
OKBK,6/21/17 4:00,91.4,24.37,340,18,6.21
OKBK,6/21/17 5:00,95,23.3,340,19,4.97
OKBK,6/21/17 6:00,98.6,19.52,340,17,4.97
OKBK,6/21/17 7:00,102.2,16.37,350,23,4.97
OKBK,6/21/17 8:00,105.8,14.71,350,24,3.73
OKBK,6/21/17 11:00,109.4,12.37,330,24,2.17
OKBK,6/21/17 13:00,107.6,13.04,330,21,1.12
OKBK,6/21/17 14:00,107.6,13.95,340,20,1.24
OKBK,6/21/17 15:00,104,16.59,340,20,1.24
OKBK,6/21/17 16:00,102.2,18.72,340,19,1.55
OKBK,6/21/17 17:00,100.4,18.48,350,15,1.86
OKBK,6/21/17 18:00,100.4,16.15,340,18,1.86
OKBK,6/21/17 19:00,98.6,17.05,340,15,1.86
OKBK,6/21/17 20:00,96.8,18.02,330,18,1.86
OKBK,6/21/17 21:00,95,19.04,330,19,3.73
OKBK,6/21/17 22:00,93.2,18.8,330,18,4.97
OKBK,6/21/17 23:00,93.2,18.8,330,20,4.97
OKBK,6/22/17 0:00,93.2,17.55,330,20,6.21
OKBK,6/22/17 1:00,91.4,18.56,330,18,6.21
OKBK,6/22/17 2:00,89.6,21.04,340,16,6.21
OKBK,6/22/17 3:00,89.6,22.53,340,15,6.21
OKBK,6/22/17 4:00,93.2,20.13,350,15,6.21
OKBK,6/22/17 5:00,96.8,16.83,340,15,6.21
OKBK,6/22/17 6:00,100.4,15.08,350,18,6.21
OKBK,6/22/17 7:00,104,13.54,350,20,4.35
OKBK,6/22/17 8:00,105.8,13.75,350,21,4.35
OKBK,6/22/17 9:00,109.4,12.37,350,20,4.35
OKBK,6/22/17 10:00,109.4,11.55,350,22,4.35
OKBK,6/22/17 11:00,111.2,10.96,350,23,3.73
OKBK,6/22/17 12:00,109.4,12.37,350,23,3.73
OKBK,6/22/17 13:00,109.4,12.37,350,24,3.73
OKBK,6/22/17 14:00,107.6,12.18,350,20,3.73
OKBK,6/22/17 15:00,105.8,13.75,330,21,3.73
OKBK,6/22/17 16:00,104,14.5,350,19,3.73
OKBK,6/22/17 17:00,102.2,15.3,350,15,4.35
OKBK,6/22/17 18:00,100.4,16.15,350,14,4.35
OKBK,6/22/17 19:00,98.6,17.05,350,12,4.35
OKBK,6/22/17 20:00,96.8,15.71,340,16,4.35
OKBK,6/22/17 21:00,95,15.49,340,15,4.97
OKBK,6/22/17 22:00,95,16.6,350,14,6.21
OKBK,6/22/17 23:00,93.2,18.8,350,14,6.21
OKBK,6/23/17 0:00,91.4,21.29,350,12,6.21
OKBK,6/23/17 1:00,89.6,22.53,360,12,6.21
OKBK,6/23/17 2:00,87.8,25.52,350,14,6.21
OKBK,6/23/17 3:00,87.8,25.52,360,11,6.21
OKBK,6/23/17 4:00,87.8,25.52,350,16,6.21
OKBK,6/23/17 5:00,91.4,22.78,350,15,6.21
OKBK,6/23/17 6:00,95,19.04,350,17,6.21
OKBK,6/23/17 7:00,100.4,14.08,340,19,6.21
OKBK,6/23/17 8:00,104,11.79,340,19,6.21
OKBK,6/23/17 9:00,104,10.25,340,20,6.21
OKBK,6/23/17 10:00,107.6,9.21,330,21,6.21
OKBK,6/23/17 11:00,107.6,9.89,350,21,6.21
OKBK,6/23/17 12:00,107.6,10.6,350,20,4.97
OKBK,6/23/17 13:00,107.6,11.37,350,22,4.97
OKBK,6/23/17 14:00,105.8,12.84,340,20,4.35
OKBK,6/23/17 15:00,104,12.64,340,19,3.73
OKBK,6/23/17 16:00,102.2,12.44,340,19,3.11
OKBK,6/23/17 17:00,100.4,14.08,340,17,3.11
OKBK,6/23/17 18:00,98.6,14.87,350,16,3.11
OKBK,6/23/17 19:00,96.8,15.71,340,13,4.35
OKBK,6/23/17 20:00,95,16.6,340,14,6.21
OKBK,6/23/17 21:00,95,16.6,330,12,4.35
OKBK,6/23/17 22:00,93.2,16.37,340,14,4.35
OKBK,6/23/17 23:00,91.4,19.89,350,12,6.21
OKBK,6/24/17 0:00,91.4,19.89,340,14,6.21
OKBK,6/24/17 1:00,89.6,19.64,340,12,6.21
OKBK,6/24/17 2:00,89.6,21.04,340,11,6.21
OKBK,6/24/17 3:00,89.6,21.04,350,10,6.21
OKBK,6/24/17 4:00,91.4,19.89,340,15,6.21
OKBK,6/24/17 5:00,95,16.6,350,17,6.21
OKBK,6/24/17 6:00,96.8,15.71,350,17,6.21
OKBK,6/24/17 7:00,102.2,13.34,340,18,6.21
OKBK,6/24/17 8:00,104,11.79,340,21,6.21
OKBK,6/24/17 9:00,105.8,10.43,340,24,6.21
OKBK,6/24/17 10:00,107.6,9.21,350,21,6.21
OKBK,6/24/17 11:00,109.4,8.14,350,20,3.73
OKBK,6/24/17 12:00,109.4,8.74,350,20,3.73
OKBK,6/24/17 13:00,109.4,8.74,350,20,3.73
OKBK,6/24/17 14:00,107.6,9.21,350,18,2.8
OKBK,6/24/17 15:00,105.8,10.43,350,18,1.55
OKBK,6/24/17 16:00,104,10.25,350,17,1.86
OKBK,6/24/17 17:00,102.2,10.81,350,13,3.11
OKBK,6/24/17 18:00,102.2,12.44,350,15,3.11
OKBK,6/24/17 19:00,100.4,13.14,340,13,2.8
OKBK,6/24/17 20:00,98.6,12.94,340,14,2.8
OKBK,6/24/17 21:00,96.8,12.73,330,14,3.73
OKBK,6/24/17 22:00,93.2,12.34,320,11,4.35
OKBK,6/24/17 23:00,93.2,13.25,310,10,6.21
OKBK,6/25/17 0:00,93.2,14.23,320,10,6.21
OKBK,6/25/17 1:00,91.4,15.05,320,10,6.21
OKBK,6/25/17 2:00,89.6,15.92,330,7,6.21
OKBK,6/25/17 3:00,91.4,15.05,330,11,6.21
OKBK,6/25/17 4:00,93.2,16.37,350,15,6.21
OKBK,6/25/17 5:00,96.8,15.71,340,15,6.21
OKBK,6/25/17 6:00,100.4,15.08,340,18,6.21
OKBK,6/25/17 7:00,104,11.79,350,18,6.21
OKBK,6/25/17 8:00,107.6,10.6,340,19,6.21
OKBK,6/25/17 9:00,109.4,10.78,350,22,6.21
OKBK,6/25/17 10:00,109.4,10.06,330,22,6.21
OKBK,6/25/17 11:00,109.4,9.38,340,21,4.35
OKBK,6/25/17 12:00,111.2,10.24,350,19,2.49
OKBK,6/25/17 13:00,109.4,10.06,340,18,2.49
OKBK,6/25/17 14:00,109.4,10.78,350,16,2.49
OKBK,6/25/17 15:00,107.6,9.89,350,18,2.49
OKBK,6/25/17 16:00,105.8,10.43,350,15,2.49
OKBK,6/25/17 17:00,104,11,340,15,2.49
OKBK,6/25/17 18:00,102.2,12.44,340,14,3.73
OKBK,6/25/17 19:00,100.4,13.14,330,12,3.73
OKBK,6/25/17 20:00,98.6,12.05,310,10,3.73
OKBK,6/25/17 21:00,91.4,15.05,290,6,4.35
OKBK,6/25/17 22:00,89.6,14.83,290,7,6.21
OKBK,6/25/17 23:00,91.4,15.05,300,9,6.21
OKBK,6/26/17 0:00,84.2,17.61,280,5,6.21
OKBK,6/26/17 1:00,82.4,18.67,270,4,6.21
OKBK,6/26/17 2:00,82.4,18.67,260,4,6.21
OKBK,6/26/17 3:00,84.2,17.61,230,4,6.21
OKBK,6/26/17 4:00,89.6,15.92,240,4,6.21
OKBK,6/26/17 5:00,100.4,12.25,320,11,6.21
OKBK,6/26/17 6:00,102.2,11.6,330,11,6.21
OKBK,6/26/17 7:00,105.8,10.43,340,12,6.21
OKBK,6/26/17 8:00,109.4,10.06,350,11,6.21
OKBK,6/26/17 9:00,111.2,8.9,330,13,6.21
OKBK,6/26/17 10:00,113,8.45,350,14,6.21
OKBK,6/26/17 11:00,114.8,6.97,340,13,6.21
OKBK,6/26/17 12:00,114.8,7.48,330,15,6.21
OKBK,6/26/17 13:00,116.6,7.11,330,14,6.21
OKBK,6/26/17 14:00,114.8,8.03,340,15,6.21
OKBK,6/26/17 15:00,113,9.07,340,11,6.21
OKBK,6/26/17 16:00,109.4,10.06,350,9,6.21
OKBK,6/26/17 17:00,107.6,10.6,360,8,6.21
OKBK,6/26/17 18:00,105.8,10.43,360,8,6.21
OKBK,6/26/17 19:00,96.8,11.86,270,6,6.21
OKBK,6/26/17 20:00,95,11.67,290,4,6.21
OKBK,6/26/17 21:00,98.6,12.05,320,8,6.21
OKBK,6/26/17 22:00,91.4,13.05,250,3,6.21
OKBK,6/26/17 23:00,87.8,14.61,250,4,6.21
OKBK,6/27/17 0:00,84.2,16.39,270,5,6.21
OKBK,6/27/17 3:00,87.8,14.61,270,4,6.21
OKBK,6/27/17 4:00,95,12.53,280,5,6.21
OKBK,6/27/17 5:00,102.2,10.81,300,8,6.21
OKBK,6/27/17 6:00,105.8,10.43,310,9,6.21
OKBK,6/27/17 7:00,111.2,8.9,310,9,6.21
OKBK,6/27/17 8:00,113,9.07,320,10,6.21
OKBK,6/27/17 9:00,116.6,7.63,320,9,6.21
OKBK,6/27/17 10:00,116.6,7.63,340,13,6.21
OKBK,6/27/17 11:00,116.6,7.63,340,12,6.21
OKBK,6/27/17 12:00,118.4,7.25,340,13,6.21
OKBK,6/27/17 12:59,118.4,7.25,320,12,6.21
OKBK,6/27/17 14:00,116.6,7.63,350,11,6.21
OKBK,6/27/17 15:00,116.6,8.18,340,9,6.21
OKBK,6/27/17 16:00,111.2,8.9,330,5,6.21
OKBK,6/27/17 17:00,104,10.25,0,0,6.21
OKBK,6/27/17 18:00,98.6,11.23,250,7,6.21
OKBK,6/27/17 19:00,98.6,12.05,0,0,6.21
OKBK,6/27/17 20:00,96.8,12.73,290,7,6.21
OKBK,6/27/17 21:00,95,13.46,300,5,6.21
OKBK,6/27/17 22:00,93.2,16.37,310,4,6.21
OKBK,6/27/17 23:00,93.2,17.55,320,6,6.21
OKBK,6/28/17 0:00,93.2,17.55,320,6,6.21
OKBK,6/28/17 1:00,89.6,17.09,290,3,6.21
OKBK,6/28/17 2:00,89.6,18.33,310,7,6.21
OKBK,6/28/17 3:00,91.4,16.15,310,7,6.21
OKBK,6/28/17 4:00,96.8,14.66,320,7,6.21
OKBK,6/28/17 5:00,102.2,12.44,320,9,6.21
OKBK,6/28/17 6:00,105.8,11.98,340,10,4.97
OKBK,6/28/17 7:00,109.4,11.55,330,9,4.97
OKBK,6/28/17 8:00,113,10.41,350,10,4.97
OKBK,6/28/17 9:00,118.4,8.93,340,6,6.21
OKBK,6/28/17 10:00,120.2,9.09,330,9,6.21
OKBK,6/28/17 11:00,120.2,7.92,350,10,6.21
OKBK,6/28/17 12:00,122,7.54,10,6,6.21
OKBK,6/28/17 13:00,118.4,9.56,60,10,6.21
OKBK,6/28/17 14:00,118.4,8.93,60,8,6.21
OKBK,6/28/17 15:00,114.8,10.59,90,7,6.21
OKBK,6/28/17 16:00,111.2,11.74,120,5,6.21
OKBK,6/28/17 17:00,102.2,14.29,0,0,6.21
OKBK,6/28/17 18:00,100.4,15.08,180,4,6.21
OKBK,6/28/17 19:00,96.8,15.71,0,0,6.21
OKBK,6/28/17 20:00,95,15.49,260,5,6.21
OKBK,6/28/17 21:00,96.8,14.66,270,3,6.21
OKBK,6/28/17 22:00,104,15.52,340,13,6.21
OKBK,6/28/17 23:00,102.2,13.34,340,12,6.21
OKBK,6/29/17 0:00,100.4,15.08,350,12,6.21
OKBK,6/29/17 1:00,100.4,15.08,350,13,6.21
OKBK,6/29/17 2:00,96.8,18.02,360,7,6.21
OKBK,6/29/17 3:00,96.8,18.02,350,6,6.21
OKBK,6/29/17 4:00,100.4,16.15,310,5,6.21
OKBK,6/29/17 5:00,102.2,14.29,310,7,4.97
OKBK,6/29/17 6:00,107.6,11.37,340,11,4.97
OKBK,6/29/17 7:00,111.2,10.96,340,12,4.97
OKBK,6/29/17 8:00,118.4,8.33,350,15,3.73
OKBK,6/29/17 9:00,122,7.54,10,16,3.11
OKBK,6/29/17 10:00,122,7.03,10,16,3.11
OKBK,6/29/17 11:00,123.8,7.17,30,13,3.73
OKBK,6/29/17 12:00,123.8,6.69,360,13,3.73
OKBK,6/29/17 13:00,122,7.54,350,17,2.8
OKBK,6/29/17 14:00,118.4,7.78,350,20,2.8
OKBK,6/29/17 15:00,116.6,9.39,340,22,1.86
OKBK,6/29/17 16:00,114.8,9.89,340,22,2.17
OKBK,6/29/17 17:00,111.2,10.96,340,19,4.35
OKBK,6/29/17 18:00,109.4,10.78,340,19,4.97
OKBK,6/29/17 19:00,107.6,10.6,340,18,4.97
OKBK,6/29/17 20:00,105.8,11.18,330,19,3.73
OKBK,6/29/17 21:00,104,11.79,330,17,3.73
OKBK,6/29/17 22:00,102.2,13.34,330,17,4.35
OKBK,6/29/17 23:00,100.4,15.08,330,16,6.21
OKBK,6/30/17 0:00,100.4,14.08,330,15,6.21
OKBK,6/30/17 1:00,98.6,14.87,340,12,6.21
OKBK,6/30/17 2:00,96.8,16.83,340,11,6.21
OKBK,6/30/17 3:00,96.8,14.66,330,9,6.21
OKBK,6/30/17 4:00,100.4,13.14,310,9,6.21
OKBK,6/30/17 5:00,105.8,10.43,340,14,6.21
OKBK,6/30/17 6:00,107.6,10.6,340,16,6.21
OKBK,6/30/17 7:00,109.4,9.38,340,18,6.21
OKBK,6/30/17 8:00,113,7.88,340,17,6.21
OKBK,6/30/17 9:00,114.8,7.48,350,18,6.21
OKBK,6/30/17 10:00,116.6,6.62,350,18,6.21
OKBK,6/30/17 11:00,118.4,7.25,340,20,6.21
OKBK,6/30/17 12:00,116.6,7.63,340,19,6.21
OKBK,6/30/17 13:00,116.6,8.18,330,19,6.21
OKBK,6/30/17 14:00,116.6,8.77,330,15,6.21
OKBK,6/30/17 15:00,114.8,9.89,330,14,6.21
OKBK,6/30/17 16:00,111.2,12.56,340,12,6.21
OKBK,6/30/17 17:00,109.4,11.55,340,11,6.21
OKBK,6/30/17 18:00,107.6,12.18,340,11,6.21
OKBK,6/30/17 19:00,105.8,12.84,350,9,6.21
OKBK,6/30/17 20:00,102.2,13.34,360,7,6.21
OKBK,6/30/17 21:00,100.4,13.14,320,5,6.21
OKBK,6/30/17 22:00,91.4,16.15,240,3,6.21
OKBK,6/30/17 23:00,89.6,17.09,190,4,6.21
OKBK,7/1/17 0:00,87.8,18.09,200,4,6.21
OKBK,7/1/17 1:00,87.8,18.09,210,5,6.21
OKBK,7/1/17 2:00,86,19.15,190,5,3.73
OKBK,7/1/17 3:00,87.8,18.09,180,4,3.73
OKBK,7/1/17 4:00,93.2,16.37,180,4,3.73
OKBK,7/1/17 5:00,100.4,13.14,220,7,4.97
OKBK,7/1/17 6:00,107.6,10.6,230,6,3.11
OKBK,7/1/17 7:00,111.2,10.24,190,7,3.11
OKBK,7/1/17 8:00,113,10.41,170,7,3.11
OKBK,7/1/17 9:00,116.6,7.63,250,6,4.97
OKBK,7/1/17 10:00,116.6,8.18,110,13,3.73
OKBK,7/1/17 11:00,113,9.72,110,9,4.35
OKBK,7/1/17 12:00,111.2,11.74,120,7,4.97
OKBK,7/1/17 12:59,111.2,10.96,110,11,4.97
OKBK,7/1/17 13:00,111.2,10.96,110,11,4.97
OKBK,7/1/17 14:00,109.4,10.78,120,15,4.97
OKBK,7/1/17 15:00,107.6,13.04,130,13,4.35
OKBK,7/1/17 16:00,104,13.54,140,10,4.35
OKBK,7/1/17 17:00,100.4,17.28,150,6,4.97
OKBK,7/1/17 18:00,96.8,19.28,170,5,4.97
OKBK,7/1/17 19:00,93.2,23.04,200,4,4.97
OKBK,7/1/17 20:00,91.4,26.05,150,3,4.97
OKBK,7/1/17 21:00,95,24.89,130,4,4.97
OKBK,7/1/17 22:00,89.6,25.79,180,3,4.97
OKBK,7/1/17 23:00,87.8,29.18,0,0,4.35
OKBK,7/2/17 0:00,86,28.9,0,0,4.35
OKBK,7/2/17 1:00,82.4,28.36,0,0,4.35
OKBK,7/2/17 2:00,84.2,23.33,0,0,4.35
OKBK,7/2/17 3:00,86,23.59,0,0,4.35
OKBK,7/2/17 4:00,95,17.78,150,3,4.35
OKBK,7/2/17 5:00,100.4,13.14,200,6,4.97
OKBK,7/2/17 6:00,105.8,11.98,210,5,4.97
OKBK,7/2/17 7:00,111.2,9.55,200,7,4.97
OKBK,7/2/17 9:00,113,13.64,110,9,4.97
OKBK,7/2/17 10:00,113,14.57,110,10,4.97
OKBK,7/2/17 11:00,113,12.76,90,15,6.21
OKBK,7/2/17 12:00,113,12.76,90,14,6.21
OKBK,7/2/17 13:00,111.2,13.44,120,12,6.21
OKBK,7/2/17 14:00,109.4,13.24,120,14,6.21
OKBK,7/2/17 15:00,107.6,13.04,130,15,6.21
OKBK,7/2/17 16:00,104,15.52,130,7,6.21
OKBK,7/2/17 17:00,102.2,18.72,150,8,6.21
OKBK,7/2/17 18:00,98.6,22.29,150,6,6.21
OKBK,7/2/17 19:00,95,26.58,150,3,6.21
OKBK,7/2/17 20:00,93.2,26.31,130,3,6.21
OKBK,7/2/17 21:00,87.8,27.29,190,3,6.21
OKBK,7/2/17 22:00,87.8,29.18,190,3,6.21
OKBK,7/2/17 23:00,86,40.14,190,3,6.21
OKBK,7/3/17 0:00,84.2,39.86,170,3,6.21
OKBK,7/3/17 1:00,82.4,39.58,190,3,6.21
OKBK,7/3/17 2:00,84.2,37.35,190,5,4.35
OKBK,7/3/17 3:00,87.8,33.29,180,4,4.35
OKBK,7/3/17 4:00,93.2,23.04,190,6,6.21
OKBK,7/3/17 5:00,100.4,17.28,200,5,4.97
OKBK,7/3/17 6:00,109.4,12.37,220,7,4.97
OKBK,7/3/17 7:00,114.8,9.23,200,8,4.97
OKBK,7/3/17 8:00,116.6,8.18,190,9,4.35
OKBK,7/3/17 9:00,118.4,8.93,140,9,4.97
OKBK,7/3/17 10:00,118.4,9.56,120,12,4.35
OKBK,7/3/17 11:00,116.6,10.76,120,13,4.35
OKBK,7/3/17 12:00,116.6,10.06,120,12,4.35
OKBK,7/3/17 13:00,109.4,23.79,110,13,4.35
OKBK,7/3/17 14:00,109.4,17.27,110,11,4.35
OKBK,7/3/17 15:00,109.4,13.24,120,12,4.35
OKBK,7/3/17 16:00,105.8,16.82,130,10,4.35
OKBK,7/3/17 17:00,102.2,18.72,120,6,4.97
OKBK,7/3/17 18:00,100.4,19.76,170,7,4.97
OKBK,7/3/17 19:00,96.8,22.04,160,4,4.97
OKBK,7/3/17 20:00,91.4,29.72,190,4,4.97
OKBK,7/3/17 21:00,93.2,31.99,0,0,4.97
OKBK,7/3/17 22:00,89.6,35.81,0,0,4.97
OKBK,7/3/17 23:00,86,35.25,200,4,4.97
OKBK,7/4/17 0:00,86,42.8,0,0,6.21
OKBK,7/4/17 1:00,86,40.14,0,0,6.21
OKBK,7/4/17 2:00,82.4,37.07,200,3,4.35
OKBK,7/4/17 3:00,86,37.62,0,0,4.35
OKBK,7/4/17 4:00,95,28.37,270,4,3.73
OKBK,7/4/17 5:00,100.4,21.11,300,3,3.73
OKBK,7/4/17 6:00,107.6,13.04,260,5,4.35
OKBK,7/4/17 7:00,113,10.41,210,5,4.35
OKBK,7/4/17 8:00,113,13.64,110,4,4.35
OKBK,7/4/17 9:00,111.2,22.58,110,7,4.35
OKBK,7/4/17 10:00,113,17.71,110,8,4.35
OKBK,7/4/17 11:00,111.2,17.49,110,8,4.35
OKBK,7/4/17 12:00,114.8,12.95,120,9,4.35
OKBK,7/4/17 13:00,114.8,10.59,130,11,4.35
OKBK,7/4/17 14:00,113,11.93,130,12,4.97
OKBK,7/4/17 15:00,111.2,12.56,120,12,4.97
OKBK,7/4/17 16:00,107.6,14.92,130,8,4.35
OKBK,7/4/17 17:00,105.8,14.71,120,7,6.21
OKBK,7/4/17 18:00,104,14.5,120,8,6.21
OKBK,7/4/17 19:00,100.4,17.28,200,4,6.21
OKBK,7/4/17 20:00,95,21.79,260,4,6.21
OKBK,7/4/17 21:00,95,20.38,290,5,4.97
OKBK,7/4/17 22:00,93.2,20.13,250,3,4.97
OKBK,7/4/17 23:00,93.2,18.8,0,0,6.21
OKBK,7/5/17 0:00,91.4,19.89,0,0,6.21
OKBK,7/5/17 1:00,91.4,18.56,0,0,6.21
OKBK,7/5/17 2:00,89.6,18.33,200,4,4.97
OKBK,7/5/17 3:00,91.4,18.56,200,3,4.97
OKBK,7/5/17 4:00,98.6,14.87,0,0,4.97
OKBK,7/5/17 5:00,102.2,13.34,270,3,4.35
OKBK,7/5/17 6:00,107.6,11.37,290,6,4.35
OKBK,7/5/17 7:00,111.2,10.24,300,6,4.35
OKBK,7/5/17 8:00,116.6,8.18,160,3,4.97
OKBK,7/5/17 9:00,116.6,14.98,130,6,4.35
OKBK,7/5/17 10:00,118.4,14.24,110,4,4.35
OKBK,7/5/17 11:00,116.6,10.06,120,7,4.35
OKBK,7/5/17 12:00,116.6,10.06,120,9,4.35
OKBK,7/5/17 12:59,116.6,10.06,110,9,4.35
OKBK,7/5/17 14:00,109.4,16.17,100,6,4.35
OKBK,7/5/17 15:00,109.4,19.66,110,5,3.73
OKBK,7/5/17 16:00,107.6,18.2,120,5,4.35
OKBK,7/5/17 17:00,102.2,21.36,180,4,4.35
OKBK,7/5/17 18:00,102.2,18.72,180,9,4.35
OKBK,7/5/17 19:00,98.6,18.25,170,5,4.35
OKBK,7/5/17 20:00,96.8,16.83,170,7,4.97
OKBK,7/5/17 21:00,95,19.04,190,6,6.21
OKBK,7/5/17 22:00,93.2,20.13,170,6,6.21
OKBK,7/5/17 23:00,91.4,21.29,190,3,6.21
OKBK,7/6/17 0:00,89.6,22.53,160,4,6.21
OKBK,7/6/17 1:00,89.6,21.04,150,5,6.21
OKBK,7/6/17 2:00,89.6,21.04,0,0,6.21
OKBK,7/6/17 3:00,87.8,20.79,0,0,6.21
OKBK,7/6/17 4:00,96.8,16.83,0,0,6.21
OKBK,7/6/17 5:00,102.2,13.34,0,0,4.35
OKBK,7/6/17 6:00,107.6,13.04,0,0,4.35
OKBK,7/6/17 7:00,113,13.64,80,3,3.73
OKBK,7/6/17 8:00,113,18.89,90,3,3.73
OKBK,7/6/17 9:00,116.6,13.15,60,3,3.73
OKBK,7/6/17 10:00,118.4,10.23,60,3,4.35
OKBK,7/6/17 11:00,118.4,11.7,60,10,4.35
OKBK,7/6/17 12:00,114.8,14.78,60,11,4.35
OKBK,7/6/17 13:00,116.6,11.51,60,10,6.21
OKBK,7/6/17 14:00,113,13.64,110,8,6.21
OKBK,7/6/17 15:00,111.2,15.35,130,6,6.21
OKBK,7/6/17 16:00,107.6,15.95,160,6,4.35
OKBK,7/6/17 17:00,102.2,22.79,150,5,6.21
OKBK,7/6/17 18:00,98.6,25.41,190,4,6.21
OKBK,7/6/17 19:00,96.8,26.84,260,5,4.97
OKBK,7/6/17 20:00,95,26.58,190,5,6.21
OKBK,7/6/17 21:00,95,23.3,200,6,6.21
OKBK,7/6/17 22:00,95,20.38,190,5,6.21
OKBK,7/6/17 23:00,93.2,18.8,170,5,6.21
OKBK,7/7/17 0:00,91.4,17.32,190,7,6.21
OKBK,7/7/17 1:00,89.6,17.09,220,6,6.21
OKBK,7/7/17 2:00,87.8,16.86,220,4,4.35
OKBK,7/7/17 3:00,91.4,16.15,280,5,4.35
OKBK,7/7/17 4:00,95,15.49,270,5,4.35
OKBK,7/7/17 5:00,102.2,13.34,240,3,4.35
OKBK,7/7/17 6:00,105.8,12.84,260,3,4.35
OKBK,7/7/17 7:00,114.8,10.59,0,0,4.35
OKBK,7/7/17 8:00,118.4,9.56,70,3,4.35
OKBK,7/7/17 9:00,118.4,8.93,120,7,4.35
OKBK,7/7/17 10:00,118.4,10.23,110,8,4.35
OKBK,7/7/17 11:00,116.6,12.31,110,8,4.35
OKBK,7/7/17 12:00,118.4,10.23,130,12,4.35
OKBK,7/7/17 13:00,118.4,8.93,130,12,4.35
OKBK,7/7/17 14:00,114.8,12.12,130,13,4.35
OKBK,7/7/17 15:00,111.2,15.35,140,11,4.35
OKBK,7/7/17 16:00,107.6,15.95,150,10,4.35
OKBK,7/7/17 17:00,102.2,25.93,150,9,4.35
OKBK,7/7/17 18:00,98.6,25.41,160,5,4.35
OKBK,7/7/17 19:00,96.8,32.54,190,8,4.35
OKBK,7/7/17 20:00,95,46.93,170,12,4.97
OKBK,7/7/17 21:00,93.2,56.01,180,9,4.97
OKBK,7/7/17 22:00,91.4,59.24,190,8,4.97
OKBK,7/7/17 23:00,91.4,59.24,180,9,4.97
OKBK,7/8/17 0:00,89.6,62.68,130,5,4.35
OKBK,7/8/17 1:00,89.6,59.01,130,4,4.97
OKBK,7/8/17 2:00,91.4,49.36,360,4,4.97
OKBK,7/8/17 3:00,89.6,52.23,170,3,4.35
OKBK,7/8/17 4:00,96.8,44.41,100,3,4.35
OKBK,7/8/17 5:00,98.6,50.38,130,8,3.73
OKBK,7/8/17 6:00,98.6,56.72,110,7,3.73
OKBK,7/8/17 7:00,104,45.46,130,10,3.73
OKBK,7/8/17 8:00,105.8,38.25,140,12,4.35
OKBK,7/8/17 9:00,107.6,26.7,120,13,3.73
OKBK,7/8/17 10:00,107.6,26.7,120,16,3.73
OKBK,7/8/17 11:00,107.6,23.54,130,20,3.73
OKBK,7/8/17 12:00,111.2,18.66,140,20,4.35
OKBK,7/8/17 13:00,111.2,18.66,140,17,4.35
OKBK,7/8/17 14:00,105.8,29.96,130,15,4.35
OKBK,7/8/17 15:00,104,31.6,140,14,4.35
